comment,num_of_likes,reply_count
🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬ام الدنيا,0,0
Iam so proud because I am Egyptian ❤❤❤❤❤,0,0
رائع,0,0
I just bought a house in Egypt GET OU- insert eye of rah,0,0
PIXEL ME DADDY  abey_da_baby_21,0,0
Money.,0,0
فخور انى مصرى,0,0
Y'all got the 90th level of curses 😭,0,0
amazing video! loved it!!!,0,0
سلام عليكم انا اسمي وليد انا من متابعين مستر بيست لكن عندي مشكله انا تليفوني بايظ ومش عارف اعرف استخدمه كويس لاني مساحته صغيره قوي يا رب مستر بيست لو شاف الفيديو يحاول يوفر لي تليفون وانا هساعدك في,0,0
❤❤❤❤❤❤❤,0,0
Thank you for the great content!,0,0
VMGran misterio te saluda 😏,0,0
Bestest Video By You @mrbeast,0,0
Мистер Юрист когда коллаба с Вла4,0,0
نرجو منك ان تاتي الى اليمن 🇾🇪لترى ماهوا افضل من الاهرامات ❤,0,0
That's why you're famous mrbeast ❤,0,0
I think this is the best video ever because it contains new information that is known for the first time,0,0
"I am very proud that this is our civilization as Egyptians, welcome to Egypt❤",0,0
ALLAHU EKBER,0,0
Bro is really entering somebodys grave basically,0,0
لماذا الفيديو باللغة العربية,0,0
Wow,0,0
نورات مصر بجد ويارت تجي زياره تاني وتكون تجربا اجتماعية ❤,0,0
Erovine,0,0
❤,0,0
ودي يابن عمي,0,0
"Thanks for sharing this, learned a lot.",0,0
"وااااااو 
اسوء شئ في الفيديو أنه انتهى
اول مره اشوف الكلام دا كله رغم اني مصريه🇪🇬🇪🇬🇪🇬❤",0,0
hmm,0,0
دهنت سرویس مستر بیست ❤,0,0
والأهم أن الفيديو هذا الرائع متوفر بعدة لغات مدبلجة من أجل التعريف الجيد على أسرار مصر القديمة حاول تغيير المترجم إلى اللغة التي تجيدها وتحبها حقاً شيء خرافي تحية كبيرة من الجزائر 🇩🇿♥️,0,0
"لسنا مصابون بالغرور 
ولكن تاريخنا لم يدع لنا مجالا للتواضع الا لله .. تحيا مصر🇪🇬🇪🇬🇪🇬",0,0
I desperately need $50.000,0,0
الجزائر من بنت الأهرامات كم أنا فخور بي بلادي🇩🇿,0,4
"Я посмотрел, удаляй",0,0
"1 want one chocolate briefcase from you as a gift and 1 briefcase full of 5,000$ 💥 I'm from Pakistan.",0,0
"تحيه لمصر العروبه 


فيه عرب هنا وله لوحدي ؟ 😂",0,0
Thank you for the great content!,0,0
❤,0,0
بالتوفيق لكم في باقي التحديات,0,0
😮😮😮,0,0
Wow,0,0
Is it true?,0,1
Dude beast games slay im sawyer i watched every video,0,0
они были там 100 часов а видео идёт 21 минуту,0,0
i love you,0,0
10/10 video,0,0
brother come to bangladesh,0,0
Что то похоже на егорика,0,0
احنا الفراعنه المصريين القدماء هم اللي بنوها ما ينفعش واحد زيك يخش الاهرامات خدمه بعيد عن الاهرامات اصلا ملك خوفو ولا بنات😮,0,0
Klostro fobililer izlemesin,0,0
THIS IS ALL CAP ITS OVA!!!!,0,0
انت  شفت الاهرامات بس دا جز من آثار مصر الأقصر بس فيها ثلث آثار العالم  تحيا مصر ام الدنيا كلها,0,0
🐪🐫🐫🐫 👍,0,0
Türk varmi,0,0
Some info about these pyramid in Quran,0,0
Nunca salió faraon love shady 😢,0,0
That was really cool! I think I have an interest in Egyptian history now. I wonder if there is any history that relates to the Bible there?,0,1
🎉,0,0
Y ir a😅g❤😮 😮,0,0
what if Egyptians are aliens?,0,0
That was fantastic!,0,0
"If a pharaoh was buried there and they were built solely for that, then that means they must’ve lived hundred of years cause that pyramid wasn’t built overnight 😂",0,0
Escibe really got me 🤣,0,0
Türk varmı,0,0
"بجد فخوره لحضرتنا جداا 
وشكرا مستر بيست❤",0,0
Me encantó me encantó este video educativo,0,0
O_o,0,0
😮😮,0,0
فيديو ملوشي 60 الف لزمه 🤷‍♂️,0,0
Türk varmı,0,0
У него деньги вообще бесконечные?!,0,0
انا فخور اني مصري❤,0,0
🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬,0,0
تحفه مرحب بالجميع في مصر في اي وقت 💗💗,0,0
لو دورت وراهم هتلاقيهم جايين يسرقو اشي معين او فكرة معينة او رموز معينة مش جايين علشان مصر تستفيد جايين علشانهم هما في الأساس,0,0
Next time visit Luxor and Aswan you will love them ❤,0,0
sü,0,0
Bouta get some free gold,0,0
That was asweome ! Can u do a vidéo whit the derinkuyu in Kapadokya turkey ❤❤,0,0
Yo también quiero una,0,0
"I am an Egyptian, and this is the first time I see that.",0,0
سمعتو بصوت برعي😂,0,0
🤯🤯🤯🤯,0,0
❤❤❤❤,0,0
Egypt then history,0,0
Imagine playing manhunt in that.,0,0
The greatest video ever🔥🔥,0,0
WORLD'S MOST MYSTERIOUS BUILDING EVER.,0,0
Come agian to egypt,0,0
wow,0,0
How did bro pull this off 😭🙏🏻,0,0
"We need an extended cut of this, must be hours worth of cool content",0,0
Quiero que me invictes a un video tuyo porfaaaaa soy de colombiav,0,0
❤❤❤❤❤,0,0
رائع أنا مصري ولاكني اول مره أشاهد روعة الاهرامات من الداخل,0,0
جامددددددد❤,0,0
فيلم مصري بإخراج ميستر بيس 😂😂,0,0
Why cant I watch the video in the original english language?,0,0
hablo espanol si no,0,0
❤🎉,0,0
Favorite video so far,0,0
😊😊,0,0
I need ipnone sir plz🥺,0,0
فيديو مدفوع الثمن من المصاريه لتنشيط السياحه,0,0
TÜRK VAR MI,0,0
Welcome❤,0,0
Egypt ❤,0,0
ده صوت برعي 😂❤,0,0
"This was super helpful, thanks!",0,0
❤,0,0
Turkis,0,0
Wow❤,0,0
Bro what,0,0
U.F.O,0,0
"This was super helpful, thanks!",0,0
Ελληνικά μέσα στις ζωγραφιές,0,0
Kanalına yeni abone oldum😢😢,0,0
"Egypt came first, then came history.",0,0
I love how kind you are to people in need ❤❤❤,0,0
منور يا بيست يبنل ******,0,0
❤,0,0
عظمة الحضارة المصرية,0,0
Зря фигурку золотую спрятали (или сделали вид) найдутся умники которые попытаются найти и что нибудь сломают),0,0
Te atreverias a visitar las estructuras antiguas de la jungla?,0,0
❤❤,0,0
"Мистер Бист, спасибо за рекламу игрушек которые никогда не будут в России...",0,0
الاهرامات تم بنائها من طرف المغاربة وعاش سيدنا المالك,0,0
❤️❤️🇪🇬,0,0
I BOUGHT A PROPERTY IN EGYPT🗣🗣🗣,0,0
صلو على محمد وال محمد,0,1
Hl buenas tardes señor mister beast necesito su colaboración,0,0
YOU HEARD HIM! MAKE YOU U ESCRIBE!👹,0,0
Great pyramid,0,0
THE BEAST IS MIRACLE THANKS FOR YOU GREAT WORK ❤️❤️,0,0
قووه ❤,0,0
10:18 ميه عشان شرقت😂,0,0
😎😎😎😎😎😎😎,0,0
"Holaaa , yo soy aprendiz de Arqueologo, en MÉXICO TEOTIHUACAN!!!!
EN LAS TRES PIRÁMIDES EN MÉXICO YO TENGO ACCESO A LAS PIRÁMIDES,  VEN A MÉXICO",0,0
,0,0
Come to make Incubator with me Beast.,0,0
"/     \
                     /           \
                  /    ( O )     \
               /                       \           
          _/______ ______\_",0,0
"WELCOME TO EGYPT
                 🇪🇬🦅",0,0
"Videoyu hiç beğenmedim, saçma sapan hareketler, piramitleri üstün körü anlatmışsınız 👎",0,0
الاعلانات مزعجة😢😢,0,0
انا رحت للاهرامات من سبعه ايام ياريت لو التقيت بيكم 😢😔,0,0
Вообще-то пирамиды стоил Тутахомоненко,0,0
مستر بيست  هو يلي شهار  مصر من معي,0,0
Bro just changed all of wickapedia,0,0
"Documentary would of been great. Bunch of adhd youtubers not so much. No appreciation at all, and no surprise 🤷‍♂️🤦‍♂️",0,0
As Egyptian .. We wondering how they took the body of the king into this narrow tunnels just to bury it ! I am sure they built this magnificent building for a reason .. This 91m tunnel wide is 91 centimeters without any mistakes ... The pyramid still have alot of incredible facts made the mind blow if u just think about it ...,0,0
0:20 not the still water,0,0
ياريت كَنت معاكم 😭,0,0
❤❤❤ Egypt,0,0
افضل فيديو في العالم,0,0
جميل,0,0
I'm Egyptian ♥️♥️♥️♥️♥️♥️♥️,0,0
Кто из России,0,0
Егорик,0,0
"a great experiment, We hope you to visit Egypt again",0,0
فخوره بيكي يا بلدى❤❤❤❤,0,0
To much headache,0,0
Я  том  была❤❤❤❤❤,0,0
"Amazing, I always wonder how they built them",0,0
[hl],0,0
يمكنك فعل ما تشاء في مصر مقابل النقود,0,0
❤❤,0,0
welcome anyone around the world to egypt expect isreal.🇪🇬,0,0
🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷,0,0
جاءت مصر اولا ثم جاء التاريخ ❤❤❤❤,0,0
"Erownie
🤔",0,0
بلدي❤🇪🇬,0,0
مصريه وافتخر ببلدى وحضارة بلدى ربنا بحفظ مصر من كل شر وسوء,0,0
Great video! Really enjoyed it.,0,0
21 دقيقه فقط    هل يتم تلخيص هذه العظمه وهذا التاريخ وهذه المبانى العظيمه فى 21 دقيقه فقط ؟ لم تتحدث عن اى شئ كان يجب وضع سلسله حلقات,0,0
Plz I am also one of your subscriber,0,0
🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬,0,0
santa vaca jajajajaja,0,0
واو هذا ممتع وجميل,0,0
🇪🇬🇪🇬🇪🇬🇪🇬,0,0
মাশাল্লাহ অসাধারণ ভিডিও,0,0
‏‪5:15‬‏ شو هاد يلي علي اليمين 😮,0,0
"Saludos desde Nicaragua 
Im mayangna, Indian of américa ❤
It's so Nice to SEE all this things about the world bye your chanell 🎉🎉",0,0
Egypt is history and civilization,0,0
Welcom to Egypt 🇪🇬 ❤,0,0
I loved your,0,0
♥️♥️♥️,0,0
ALAHH 😂,0,0
حبيبتي مصر أم الدنيا كنانة الله في ارضه♥️,0,0
❤❤😊,0,0
🫡🫡🤍🤍🇪🇬🫡🫡,0,0
"عندي احساس انو المومياءات الي بالاهرامات اغلبا انباعت بمبالغ طائلة منذ زمن والحكام صرفو حقا من زمان 
لهاد السبب مابينو بالفيديو ومانعين الدخول لجوا",0,0
meu dublador dublando eu n consigo tankar,0,0
Ma ma ma massive?!,0,0
I'm clusterophobic it was tourture,0,0
بنو الاهرمات ازي يابست 😂؟؟,0,0
Egypt is great❤️,0,0
ياه احنا المصرين اول مره نشوف المعلومات دى ونعرفها😂وبجد فخوره بحضارتنا,0,0
Türk olan varmı🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷,0,0
مصر ام التاريخ والحضارات 🇪🇬,0,0
❤❤,0,0
مصر 🥰,0,0
"""Only granted 100 hours"" yep, only 100 hours.",0,0
مصر اصل التاريخ والحضاره انا فخور ببلدي جدا❤❤,0,0
يولا لعيبهههههه ده فجررر عليا طلاق فجر,0,0
The best experience,0,0
The Still water they where in 😂😂😂,0,0
The devil's cave👆😅🇲🇽,0,0
Nice video❤,0,0
Ben türküm heloo I'm türk,0,0
Omg 👐🕵️,0,0
TÜRKİYE DEN SELAMLAR BAŞARILAR DİLERİM,0,0
The cameraman going in there and getting payed,0,0
Me cantan tus videos👍👍👍👍👍,0,0
I moved to Egypt Massr😂How can Abdel Fattah El-Sisi let you walk inside the pyramids even though it is forbidden to enter the pyramids?,0,0
👍,0,0
чендлер кааарл чендлер,0,0
わお,0,0
"جميل جدا جدا جدا من قام بالفكره والاجمل من وافق عليها وياريت تتكرر 
لأنها نقله رائعه للعالم",0,0
100 hours = 100m views 🎉,0,0
"That's so fascinating 
😱 I also wanted to visit the  pyramids",0,0
Edanken mang,0,0
I am from Egypt,0,0
🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬,0,0
🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬,0,0
"WOW
",0,0
Iiove you ❤🎉,0,0
It would of been the most amazing thing if y’all had collab with Yes Theory on this video.,0,0
lies,0,0
قد ٱفلح من ٱكثر الصــــلاة ؏ النبي محـﷺـمد، 🧡,0,0
Do it again and Discover more about ancient Egyptian,0,0
🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬,0,0
مروان رحااااااااااان أنا بحبك اوي اويييييييييييي ومتبعك من زمااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااان اوي❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0,0
Напиши егорику,0,0
4:28,0,0
Mükemmel izlemesi çok zevkli,0,0
🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬,0,0
Are you ok?,0,0
مرحبا بكم في مصر ❤,0,0
¡VM Gran Misterio te saluda! 😊,0,0
19:43 😂,0,1
I’m an Archaeologist and this is the first time for me to see such places.,0,0
❤جاءت مصر ثم جاء التاريخ ❤,0,0
صلوا علي محمد,0,0
Want to collab,0,0
Egypt ❤,0,0
Mais pouquoi pas au Mali en Afrique?,0,0
Can you unban erowie?,0,0
حصلة البركه ي شيخ جيمي ❤,0,0
You should've gotten the Pharaoh's Curse <3,0,0
مستحيللللل,0,0
يارب اوصل ١٠٠٠ 😢❤,0,0
Wish I had the extra cash to visit this place. Cool experience,0,0
How does bro casually say (CUT were gonna find the GRAVE OF THE KING),0,0
Реально я не видела пирамиды внутри никто так не показал все как ты вау,0,0
Believe me im PK.,0,0
Is that crawl space in irl,0,0
NOT A TOMB & Very possible it's much much older,0,0
ام الدنيا 🇪🇬👑,0,0
Как же духи разозлятся…,0,1
"pls Collab For Clash Royale, And Brawl Stars too",0,0
А что собственно общего у египтян древних и нынешних?,0,2
@roofless_tv they would've went further,0,0
Si yo fuera jimme viajaría a Jerusalén 😢❤,0,1
This is incredible and beautiful the Egyptian culture is amazing,0,0
مصر جات قبل التاريخ والتاريخ جه بعدها 🇪🇬🤍,0,0
لم يفعل خطوات بنتضاف من البدايه حتى النهايه حتى نفهم أكثر,0,0
I want to play your games,0,0
Should’ve brought some yugioh cards,0,0
Great video! Really enjoyed it.,0,0
يامستر بيست اتصلى شكون اسعد انسان بعالم ❤❤❤ احبك,0,0
VM gran misterio te saluda,0,0
احسنت,0,0
Pîr xwêşbu ❤🎉,0,0
Thật tuyệt vời,0,0
Proud Egyptian🇪🇬🇪🇬🇪🇬👇👇,0,0
Proud Egyptian 👇,0,0
Que a,0,0
no me lo creo,0,0
ашалеть топ!!!,0,0
21:31 escribe to mrbest guys 😂,0,0
😄,0,0
Vm granmisterio te saluda,0,0
Welcome in civilization Land 🇪🇬 Egypt 🇪🇬,0,0
This was so cool,0,0
❤❤❤❤❤,0,0
"We need an extended cut of this, must be hours worth of cool content",0,0
Really heroes the child of civilization in Egypt,0,0
🇪🇬❤️💪👍😎,0,0
Where is the chiops pyramid,0,0
Poor Nolen ,0,0
❤❤❤,0,0
Welcome to Egypt ❤ 🇪🇬,0,0
😮❤,0,0
"Amei o vídeo, um dos melhores que já teve!!!",0,1
"The episode is powerful because it talks about the greatest civilization in history, the Egyptian civilization. Welcome to Egypt.",0,0
"This was exactly what I needed, thanks!",0,0
Great egypt,0,0
🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬,0,0
Welcome to piramids,0,0
🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬,0,0
LIES!!!!!!!!!!!!!!!!!   NO MUMMY HAS EVER BEEN FOUND IN ANY PYRAMID>>>>>,0,0
🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬,0,0
🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬,0,0
Nolen marry meeee😂🎉,0,0
انا من مصر,0,0
10:27 M-M-Masive?,0,0
"Greetings, welcome to Egypt",0,0
🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬,0,0
🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬,0,0
"I,m Egyptian and I,m proud",0,0
you comming Bangladesh 😅,0,0
ソオ　チョオl,0,0
The best🤯 woooooow,0,0
😮😮😮😮😮😮😮😮,0,0
"Woow , the best 💫💯",0,0
Alguien habla español?,0,0
عاشت مصر ام الدنيا,0,0
مصر هي ام الدنيا و ارض الحضاره ❤🇪🇬,0,0
Sir,0,0
نورتونا❤️,0,0
still water?,0,0
If you can built a pyramid you can Do anything,0,1
❤❤❤,0,0
Holi,0,0
كلش حلو  😍,0,0
Pe e juru tavy Paraguay,0,0
Ahora solo falta que entres al área 51,0,0
أنا من مصر ولم أزور الأهرمات ولا مرة,0,0
soy tu fan,0,0
لكن لا يمكن دخول الاهرامات بدون مرشدين و علماء عندنا في مصر 😂,0,0
آنا فخور بهذا الفيديو ❤❤,0,0
❤❤❤❤,0,0
I'm from Egypt !!!!!!!,0,0
استغفر الله العظيم واتوب اليه والحمد لله والله اكبر ولا اله الا الله واللهم صل على محمد وعلى ال محمد كما صليت على ابراهيم وال ابراهيم انك حميد مجيد وبارك على محمد وال محمد كما باركت على ابراهيم وال ابراهيم فى العالمين انك حميد مجيد,0,0
Unpopular opinion: Hebrew slaves built the pyramids,0,0
مين هنا مصري,0,0
brain eating amoeba 💀5:23,0,0
واو.مستر بيست انت مبدع ,0,0
"We are e
 Egypt, The source of Civilization and History ❤
We say Welcome to all people",0,0
"﷽ ""إن الله وملائكته يصلون على النَّبِيِّ يا أيها الذين آَمَنُوا صَلُّوا عليه وَسَلِّمُوا تَسْلِيمًا"" | ﷺ💙",0,0
hello,0,0
Seven Wonders of the World in Egypt 🫡🇪🇬,0,0
Y también que entres a Machu Picchu en peru,0,0
Чушь,0,0
Massive…,0,0
21:30,0,0
Tôi rất muôn đươc bạn mời tham gia trương trình của bạn nhưng tiếc thay tôi o một quốc gia mà trương trình của bạn không hỗ trợ ..thật tiệc cho những người hâm mộ bạn như tôi,0,0
One of the best videos you've ever made.,0,0
Are there any Turks?,0,0
The best vidéo on the world ❤🎉,0,0
انا كمصري اول مره اشوف الحاجات دي كلها,0,0
This is amazing ❤,0,0
❤❤❤❤❤,0,0
اووووو هذا مدهش,0,0
Next video. Outer space with spaceX,0,0
"It was a great and 1st places we saw with you, Gemy",0,0
نورت مصر 🇪🇬 ❤❤,0,0
Wow,0,0
Being tall is tough I agree lol,0,0
طب ليه بحكي بالعربي؟؟؟,0,0
"This was exactly what I needed, thanks!",0,0
We all saw that camper behind the tents,0,0
Unbelievable video,0,0
Surprising 😮,0,0
berasa dengerin Squidward Tentacles 🤣,0,0
หรอยจังฮู้,0,0
Como hicieron para que no hayan turistas?,0,0
Egyptian are the owners and builder pyramids ❤,0,0
2:30 wow,0,0
"They bought plane tickets to Egypt to get the $10,000 mascot.",0,0
Joe Rogan should’ve joined them,0,0
Wooooooow🤎🤎🤎🤎,0,0
🇪🇬🇪🇬🇪🇬⚜️🤩🤩♠️♣️🕸️🔥💯,0,0
Welcome in egypt 🇪🇬,0,0
Amenti ahh video 💀💀💀,0,0
opa,0,0
عايزين فديو عن المتحف المصري الكبير,0,0
عظيمه ي مصر❤️,0,0
Mrbeastbrasil,0,0
"اهلا بك في مملكة الفراعنة الوحيده والاروع على مر التاريخ
لا تخف ولكن إحذر",0,0
VM gran misterio te saluda,0,0
Great video! Really enjoyed it.,0,0
por sierto soy un niño,0,0
❤❤❤,0,0
Lebanese flag in the video 🇱🇧🇱🇧🇱🇧,0,0
Puedes viajar a Paraguay y conocer me y si quieres puedes hacer un video pero solo y tu quieres,0,0
Круто круто залип на ролике таинственный Египет прекрасен!),0,0
جميل جدا,0,0
‏‪3:44‬‏,0,0
wooooooow amazing egypt😍😍😍🤩🤩🤩,0,0
"I saw u at Burg El-arab airport last Saturday I thought u was sm else but, now I'm sure it was u 😭
Wlc to Eygpt , bru  🇪🇬🇪🇬",0,0
ලංකාවේ.  කව්ද,0,0
Wow,0,0
Woww😍😍😍😍😍😍,0,0
لايك لكل مصري يعدي من هنا ❤😊,0,0
زاهى حواس بنفسه معاكو كمرشد سياحى,0,0
"✨If you can built a pyramid, you can do anything✨",0,1
VM Gran misterio te saluda,0,0
🇲🇽,0,0
Vm granmisterio te saluda,0,0
Just imagine they should king tut,0,0
المصريين بيسالو عن مكان القطعه الذهبيه 😂😂,0,0
هل هادو يتيوبر او علماء اثار,0,0
I am very proud to be Egyptian 🇪🇬♥️,0,0
لدي سؤال كم كلفكم مالياً الدفع لهذه المغامرة 🙂,0,0
Türk varmı,0,0
I am very proud to be Egyptian 🇪🇬♥️,0,0
❤,0,0
جمادان,0,0
He needs to explore mohen jo daro,0,0
The curse “Do you wanna try”?            “No”,0,0
❤❤❤❤❤,0,0
Anyone getting amenti vibes? xD,0,0
"XD

☠",0,0
Parabéns vc achou um comentário brasileiro 🎉,0,0
❤❤❤,0,0
,0,0
Pretty informative,0,0
Por que no haces un video yendo al espacio? 🤔,0,0
"Your videos are always so helpful, thank you!",0,0
Il a du entendre des bruit de fou et voir des truk de fou sans le dire,0,0
🇪🇬🇪🇬❤🇪🇬🇪🇬🇪🇬🇪🇬❤🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬❤❤❤❤❤,0,0
สุดยอด,0,0
حد خد باله من الشال الفلسطيني اللي مصر ملبسهالهم دي رساله للعالم كله ياريت العالم يفهم بقي,0,0
"Your videos are always so helpful, thank you!",0,0
Amazing content as always!,0,0
Neden erownieyi engelledin ??? Türkish,0,0
Mrbest❤❤ nice bro,0,0
پوریا وست دوبله رسمی ...pooriyavest,0,0
The Egyptian government is corrupt for allowing you to tamper with the history of our ancestors.,0,0
por mohamed salahhhhhhhhhhhhh,0,0
Come to Alexanderia,0,0
"Can you create fistbels content from 1 dollar to 1000,000 dollars",0,0
"tinha que levar esse tanto de idiotas juntos? deveria ter levado doutores, cientistas.",0,0
99 missed calls from Graham Hancock,0,0
Best video ever 🥲🥲,0,0
Welcome to Egypt ❤,0,0
Woooow,0,0
اول عربية,0,0
ربنا يرزقك انا في تجمع,0,0
LINGUAAAA ITALIANAAAAAA,0,0
❤❤,0,0
Videoyu izleyen tek Türk ben miyim?🇹🇷 Evet bnde piramit meraklısıyım🧐,0,0
Yoyouyeyyeh❤,0,0
ESCRBE!!!,0,0
أنا مصري,0,0
😅😅😅😅,0,0
2 yıldır takip deyken kendimi beklerken benim masumluk 🙂,0,0
حضارتنا♥♥♥♥♥♥♥♥ ♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥,0,0
0:01,0,0
6:20 пещерный давер,0,0
No le digas al viejito que eso valía 10k.  Ahora lo irá a buscar  luego que se vayan,0,0
Support me,0,0
As an Egyptian I would love to thank you !!! Love the video !,0,0
Ai generated ahh,0,0
this video is actually crazy,0,0
نورت مصر,0,0
تك,0,0
انا مجرد يوتيوب لأ اعلم ماذا افعل هنا 😂😂😂😂,0,0
لا اله الا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير,0,0
Bayek of Siwa IRL 💀,0,0
100 horas para un video de 20 minutos? Triste,0,0
❤❤❤,0,0
❤🎉❤🎉❤,0,0
اخر شي😭😂😂😂 اسكرايب😂😂🤍,0,0
داخل اسمع صوت برعي🙌🏼🙌🏼🙌🏼🙌🏼,0,0
Legend,0,0
مرحبا بك في ام الدنيا بل كل العالم مصر 🇪🇬❤️,0,0
"قصة 
ربنا يكرمك يارب وتبقا احسن من ابو فله نفسه ❤",0,0
"Türk varmı
😊",0,0
الشغلة تحير شون بشر يكدر يبني هاذا الشي كلة بهاي الأحجام الضخمة بدون معدات ثقيلة الامور محير ومشكوك فيه,0,1
Егорик,0,0
He definitely went back and took that gold,0,0
كلهه بلفلوسس😂❤,0,0
"Going inside the Sphinx, those paintings. The tombs around the pyramids. That graffiti! Incredible!😮",0,0
متابعه اخواتي قناة دينيه,0,0
كم انت رائع يا چيمي,0,0
"هذا أروع مارأيت فى حياتى , فخور بكونى مصرى .",0,0
Mrbeast erownienin engelini kaldır lan,0,0
ودي بشكل ودي,0,0
جامد يت برعي,0,0
Hello,0,0
En Büyük Türkiye,0,0
اشعر بالفخر لكوني انتمي لهذه الحضاره العظيمه !! مصريه وافتخر ❤️,0,0
yo bro why is the pyrimid is near the city i thought it was in the sahara desert,0,0
Maaf mau tanya apakah kawasan disana angker?,0,0
Waw help Indonesia,0,0
المصريين احفاد الملوك نورتم مصر❤,0,0
ГДЕ ГС В ЮТУБЕ,0,0
Як же скучно я живу...А нас от на фронт ловлять як тварин на війну.,0,0
هل يمكنني الحصول على  ايفون ارجوك 😢,0,0
the time of our prophets,0,0
مستر بيست انرت مصر نحن نحبكككك جميعاً ❤❤❤,0,0
لو كنت قدرت تبني هرم تقدر تعمل اي حاجه فخر ❤❤,0,0
Escribe😂,0,0
"Recuerdas el vídeo de laberinto imposible , pues quería saber si todavía sigues dándole yogur gratis al ganador? Martí . ( Soy tu fan ❤😊)",0,0
"ما أعظم مصر والمصريين
فيديو رائع",0,0
The best video in the world 🌎❤,0,0
@VMGranmisterio te saluda,0,0
10:29 MASSIVE???,0,0
🎉,0,0
podrías estar en la pirámides de teotihuacan en México,0,0
y  Ecuador,0,0
واو😅,0,0
Vmgranmisterio te saluda,0,0
Her nasıl olduysa? Gerçekten haberin yok mu kanka 😊,0,0
Wow,0,0
Sin palabras uff,0,0
Cave divers for almost no reason:,0,0
❤❤❤very nice❤❤,0,0
انزل يلا يبن التن,0,0
"Apenas que iba a descargar el vídeo para verlo sin los molestos anuncios, pero resulta que el vídeo se descarga en árabe jajajajaja",0,0
🥲🥲🥲,0,0
Ok,0,0
Vv,0,0
Cam I join beast games,0,0
Pla saut gems 2 im russian:),0,0
Latl,0,0
Where are Krrish 😢😢😢😢😢😢 we misse you  Krrish. 😢😢😢,0,0
"يا جماعة العرب لليبغي ميستر بيست يتكلم عربي اختار قائمة الدبلجة واختر العربية :الثاناوية 
اي خدمة
لا تنسي اللايك",0,0
"earaft kula hajatih fi alsinaeat alfunduqiat wakulih bifadil mistar bist

￼",0,0
VM Gran misterio te saluda!!,0,0
The lebanon flag 🇱🇧,0,0
💯👍🏽,0,0
This is just crazy how on earth,0,0
Türk var mı?????Türklerin gücü adına,0,0
فيديو للتاريخ🫡,0,0
Squidword indonesia,0,0
Brazuca é o melhor,0,0
يا رب المقيمين ع السياحه ميخدوش هما الخاتم🤦,0,0
7:34 Polacy zbieramy się 🇵🇱🇵🇱,0,0
5:41 still water is so dangerous,0,0
Pyramids,0,0
Mucho tiempo,0,0
Very excited😅,0,0
next time try aztec pyramids,0,0
مستر بيست دفع ملايين ليثبت الكذبة المصرية أن المصريين هم من بنوا الأهرامات 😂,0,4
algum brasileiro aqui,0,0
Egypt is the best ❤,0,0
Amazing,0,0
👏👏🇪🇬🇪🇬,0,0
اليمنيون الذي بنو هذي الأهرامات,0,1
Ya erwnieyi neden engellediniz onun tek isteği kaç türk olduğunu öğrenmekti türk düşmanı mısın onun bir suçu yok hemen banını kaldır çabuk kaldır türklerin gücü adına,0,0
It's a really great video. I'm proud to be Egyptian. Welcome to Egypt. ❤🇪🇬👏🏻,0,0
♥️♥️♥️,0,0
Amazing 🤩,0,0
Welcome to Egypt ❤❤❤❤❤,0,0
"This is by far the most exciting , thrilling, extraordinary and probably the best content I've ever seen and probably will ever see",0,0
Do you think Mrbeast will wish me happy birthday? 🦄,0,0
👏👏👏👏👏🌟🌟🌟🌟🌟💎💎💎💎💎,0,0
Prophet Joseph❤❤❤,0,0
