comment,num_of_likes
"Ruhi, socotra adasına gitmeye ne dersin?",0
ruhinin speleolog olacagi hic aklima gelmezdi,0
มันชอบเสียงพากย์ไทยของช่องคุณมากๆ  จาก Thailand 🇹🇭,0
Guys ye wahi gufa hai jisme baali ek rakshas ko marne ghus gaye the andar or mahino tak nhi nikle to sugreev ne smjha usi me mar gye fir sugreev ne gufa ko band kr diya tha,0
EKRAM İMAMOĞLU NUN YANINDAYIZ !!!,0
Kral,0
Mengapa  anda tidak menunggu ikut acara selesai lebaran baru mulai  vlog lagi.,0
Evrim nasıl güzel gelişmiş şaşırtmanın 100 üstüne çıkarttı❤,0
Ruhi eline sağlık. Kpruyucu çorap niye giymedin be kardeşim. Paçalarını içine sokaydın ya çorabın.,0
Ekosistem vay ekoya bak burayada gelmis 😁,0
Good Ruhi çenet❤,0
Cảm ơn bạn về video này. Tôi là người bản địa ở Sơn Đoong. Hi vọng bạn có thể tạo ra nhiều video hơn nữa,0
Acele cekilmis bir video,0
🎉🎉🎉,0
Will?????   SIN DOONG CAVE LEAD US TO KONG SKULL ISLAND,0
🇳🇵,0
❤❤❤❤❤,0
"Самая большая пещера, а видос 16 минут",0
❤❤❤❤❤,0
Опять прекрасный материал!,0
"Yahu videonun %30'u sadece reklam. kalanı da çok yüzeysel bilgiler sadece. o kadar prodüksiyon, seslendirme, seyahat, konaklama, ekipman vs. vs. sadece 16 dk'lık ( ki 6-7 dk'sı ürün yerleştirme :D ) bir video için mi? :D çok samimiyim bu tarz videoları olabildiğince uzun tutun lütfen. tamam yani national geographic gibi 3 saat belgesel olmasın da insan gene daha büyük bir beklentiyle açıyor videoyu :(",0
বাংলাদেশ থেকে কে দেখছো❤,0
"Cách đây vài tháng mình mới học Ngữ Văn bài ""Sơn Đòong"", sau khi học xong mình đã được mở mang tầm mắt, mình rất ấn tượng và yêu thích muốn đến thử hang 1 lần, thật sự rất đẹp. Hôm nay mình đã vô tình lướt được video này và nhấp vào xem liền, thật tuyệt vời là Hang Sơn Đòong là một cảnh quan nơi Việt Nam - Đất nước mình sinh ra, một trong những tuyệt tác, kì quan trên Thế Giới, được nhiều bạn bè quốc tế biết đến và video của chú đã giúp hang lại càng được lan ra rộng rãi hơn. Tự hào quá!!!",0
"Умник, с чего она скрыта была 3 миллиона лет назад. Типа ты её открыл. Иди таблетки прими",0
1,0
"I am YouTuber 💗 
 💐🌹 मैं एक युटुबर हूं 😢😢
       💐💐Mare tag chainal ha❤❤
💐🌹मैरा टेग चेनल है ❤❤
💗💐DJ PAHRI BABA ❤
❤❤Mara chainal sa aapka help hosata ha ❤❤
            मैरा चेनल से आपका मदत हो सकता है❤❤
❤❤ Thank you ❤❤
                   ❤❤ Nice Shot Muvi ❤❤",0
Yapıyorsun bu sporu Çenet,0
Việt nam,0
The goat,0
Yeh kudrat ki nishani hai...,0
🇻🇳🇻🇳🇻🇳🇻🇳👋,0
राम राम पहुंचे ❤❤,0
İlginç yermiş👍,0
"-Geçişler çok hizli bu şekilde olmasi bana iyi görünmedi , hiçbir ayrintinin içine giremiyorsunuz yaşayamiyorsunuz hayal edemiyorsunuz....",0
Teşekkürler Ruhi Çenet!,0
Amazing,0
मैं पढ़ाता हूं मेरा lecture कोई भी नहीं सुनता हैं 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,0
Welcome to Vietnam,0
En sevdiğim kanal yeni video atmış 🎉,0
Wooh,0
Paragraf sorusunda çıkmıştı 🦦 çok güzel bi içerik olmuş,0
Best explorer of the YouTube world right now!!!❤❤❤❤,0
Спасибо),0
Ahahah,0
Ads very irritating 😡😡,0
Việt Nam tôi đó.,0
Böyle kaliteli bir belgeseli ilk izleyenlerden olmak iyi hissettiriyor teşekür Ruhi Çenet bizi globalde çok iyi temsil ediyorsun,0
❤️❣️🇧🇩,0
বাংলায় দেখবো কিভাবে?,0
😮😮,0
VietNam quê hương tôi 🇻🇳,0
me recordo a ARK,0
ช่องคุณภาพ,0
"This one is an Israel
 soldier. Free Palestine❤️❤️❤️❤️",0
11:50 = we call 'Ular Weling' in indonesia,0
I want to live there 😊,0
vạn lý trường thàh của vn :)),0
"Hang Sơn Đoòng là một hang động tự nhiên tại xã Tân Trạch, huyện Bố Trạch, tỉnh Quảng Bình, Việt Nam. Hang Sơn Đoòng được coi là hang động tự nhiên lớn nhất thế giới đã biết. Hang này nằm trong quần thể hang động Phong Nha-Kẻ Bàng. Hang Sơn Đoòng là một phần của hệ thống ngầm nối với hơn 150 động khác ở Việt Nam gần biên giới với Lào.[1][2] Thời báo New York xếp hạng hang Sơn Đoòng vào vị trí thứ 8 trong 52 địa danh trong danh sách những nơi nên đến năm 2014.[3]",0
🙏🏼💙🥇 QUE LINDA 😍 NUNCA ANTES TINHA OUVIDO FALAR DESSE LUGAR !,0
Ruhi Çenet farkında mı bilmiyorum fakat ülkemizin gururu. Teşekkür ederim Ruhi ağabey ❤️🇹🇷,0
bros references are spot on,0
Chào bạn tới việt nam 🇻🇳,0
Well come to Viet Nam😙,0
helal olsun Ruhi,0
dünyada bukadar güzel yerler varsa acaba cennet nasıl biryerdir. Allah'ın kusursuz kudretini gördükçe hadm ve şükür etmeden geçemiyorum. Şükürler ve hamdlar Olsun Allah'ıma. ayrıca teşekkürler bizlere buraları gösterdiğin için.,0
Straight from the movie Avatar or should I say the opposite?,0
"Videosunu çektiğiniz en ilginç yerdi, keşke daha uzun olaaydı",0
Minecraft yarığı,0
what a place.,0
minecraftta loot yaparken kayboldugum yer,0
Việt nam,0
snake lairs!,0
Под гаш кайф смотреть,0
"boyle videolarin bu kadar kisa olmasi mantikli gelmiyor, en az 1 saatlik video konusu bu magra",0
Cái này có ở Việt Nam 🔥🔥🔥,0
Agartha,0
Sen çok iyisin be adam🤯,0
You did you see the African map created in cave wow🥰,0
Tuyệt vời. Việt Nam nhiều kỳ quan đẳng cấp,0
Tudo em inglês 😅,0
terimakasih informasinya 😊,0
Hay quá,0
"So, like inner earth?",0
who the hell goes hiking with running shoes. pffff idiots,0
I am from Bangladesh🇧🇩,0
SOME DONG,0
This is so amazing. Seeing you go thru it n experiencing it first hand. I love it. Way better than a drone fly thru with a dull voice over,0
Song Dong VIET NAM 😊😊😊😊,0
"excelente documental , gracias a ti y a tu equipo por tanta informacion",0
La cueva más grande encontrada...,0
Tự hào Việt Nam❤,0
İşine büyük saygı duyarak bir şey sormak istiyorum bunun sana maliyeti ne kadar oldu?,0
the forest tarzında tam konaklancak bir mağara hobbit ev yapılabilir,0
No fake clouds here,0
What food do those blind fish eat? ,0
"Straight to the point, no bullshit in beginning, middle and end. Good work broo, keep it up 🤘🏽",0
"The largest in the world? The Cueva de los Chorros, in Riopar (Spain), has 50 kilometers of surface area explored so far.",0
Elden Ring vibes,0
world is a small place...,0
"O conteúdo é bom, mas infelizmente o vídeo ficou muito acelerado.... 
Esse conteúdo poderia tem 1h de vídeo",0
Bu kanalı sadece gerçek sesiyle biz izleyebiliyoruz 🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷 iyiki varsın,0
🇮🇩🍉🍉🍉,0
Horrible video. All random.,0
God made himself a terrarium,0
Bro genial pensé que solo hablarías de la cueva no que irias,0
3000 for see this cave ?? Damn ...this world is .....,0
Thought that was halo music at the start,0
Adamsın ruhi bize bu güzellikleri gösterdiğin için teşekkürler,0
masya allah❤,0
"La fortuna di questa grotta è che non contiene petrolio.
Altrimenti sarebbe già stata distrutta.",0
Doing that in sneakers is wild,0
"Yo entrare y no necesito su maldito permiso , hijos de puutas.  Quienes se creen ustedes para decir quien puede entrar y quien no ,hp",0
id build my base in there,0
Meksikadaki Dünyanın en büyük kristallerini içeren mağarayada git eğer mağara serisine devam edeceksen. Birde Dünyanın en karmaşık mağara ağırda 220 kilometre civarı uzunlukta bir ağla Gürcistanda olduğu söyleniyor.,0
"Untung goa nya bukan di Indonesia, kalo ada di indo udah pasti bakal banyak jamet horeg jamet silat sama jamet teriak2 gajelas yg ngaku nya anak alam.... Fyuh",0
"09:05 ""Water drop"" 20 s to the ground:

- Ketinggian (h): ?
- Percepatan Gravitasi (g): 9.8 m/s
- Waktu (t): 20 s

h = 1/2 * gt^2
h = 1/2 * 9.8 m/s * (20)^2
h = 1,960 m

Jadi: Ketinggian tebing 1,960 m ✅
Divideo: 140 m ❌",0
doğanın yaptığı sığnak,0
❤😮😊,0
Que comerán esos monos D: ?,0
real minecraft biome cave😂,0
"Lástima descubrir un sitio tan virgen, ahora será un peregrinaje continuo hasta que desaparezca este lugar",0
Yine muhteşem bir eser 🎉🎉🎉,0
الاسماك لم تتطور خلقت بهذا الشكل مثل كثير من المخلوقات التي تعوض الحاسة الضعيفة  بقوة الحاسة الاخرى.. سبحان الله  الخالق الباري,0
Hang sơn đòng việt nam,0
Probably not a good idea to wear TEMU sneakers inside a wet cave 3:19 LOL LMFAO,0
The underdark,0
Deine Stimme bzw der Sprecher ist so schrecklich unangenehm. Ganz schlimm.,0
Who else has seen the Brologist come thru this cave ?,0
Che spettacolo! Incredibile scoperta! ❤,0
Minecraft cave generation be like:,0
👍,0
Thank you channel for coming to our homeland Vietnam 🇻🇳🇻🇳🇻🇳 to discover a new wonder. Wish the channel development.,0
6:29 RIP bastone💀,0
Yer altı şehri 😊,0
Aldım çerezimi bayram namazına kadar ruhi Çenet videolarını izleyeceğim,0
❤,0
"We get low clouds where I live too, but we call it fog.",0
La rabin de Maicra,0
I am from Kien Giang in Vietnam thank you for making the video of Son Doong in Vietnam,0
Are you removing all your waste including toilet waste when you leave or is it a new place for humans to ruin,0
洞窟を半袖で入るなんて無謀過ぎる,0
"I mean, How researchers can estimate that the cave is millions of years old?",0
This would make a perfect videogame location,0
12:15 pohon pisan pun ada disana ya 👍,0
"Faut vraiment la protège, le dernier vestiges préhistorique 😮😮😮",0
"Está bueno el video, pero casi no hacen pausa en el relato. Va muy rápido para poder procesar lo que se escucha.",0
best documentary,0
Amazing !,0
Basically Hollow Earth,0
🇻🇳🇻🇳🇻🇳🇻🇳,0
Hombre Ver cueva ser feliz 😄,0
Hollow Earth vibes,0
that seems like a perfect circle of nature down there. I pray that no human ever changes it,0
nc tui nè,0
"to reach largest cave, you have to pass the 3rd largest 😮😮",0
И там все загадят,0
"As a fantasy sci-fi lover, I want to believe this is the entrance to middle earth and that's what I'm going to believe. 😊❤😂",0
It’s like an irl Lost Sector,0
"40- этажный небоскрёб, улыбка",0
wow new upload 👌,0
"한국의 월드컵스타들이 탐사 방송 했던 tv에 나온 동굴이네요.
자세한 설명,취재 감사합니다.",0
"Had it's own weather, own flora and fauna...and then humans came",0
29-03-2025,0
its the biggest by volume but the longest is mammoth cave at 685 km!!,0
No dinosaurs?,0
So Skyrim was right all along. I'll be damned.,0
Esto deberia ser una de las maravillas del mundo y patrimonio de la humanidad,0
Devamı yok mu,0
Where His Indonesian Video I Want See New Video Is It English Or Indonesia,0
Gk kebayang ekosistem yg dtinggali Ya'juj dan Ma'juj sekarang. 😱🥶,0
"Ruhi un consiglio: parli troppo veloce, tra un discorso e un altro lascia qualche secondo di silenzio.",0
Cám ơn bạn về thước phim,0
welcome to vietnam,0
keren bisa berkeliling Dunia,0
Eid Mobarak 🇧🇩🕋,0
🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩,0
❤❤❤❤❤❤❤❤🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳❤❤❤❤❤❤❤❤❤❤❤,0
Why does Egypt not come to my friend,0
Holy shit Jules. Vern was right!,0
❤,0
Genial,0
not this time diddy,0
"Que buen chiste, como que no podria El Salvador y Guatemala contra Nicaragua que tiene el PIB mas bajo de la region.😂
Muy exagerado.",0
1:13 por eso le ganaron al tío sam 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0
"THE HOME of the hirsute excessively hairy-bodied WILDMANN caveman se'irim chthonic NON HUE-MAN races 

Those shaggy races which are not native to the surface land of the Earth 
literally, the earth-born or chthonic races of antiquity all come from underground.. 

Its the place where the pilosus WILDMANN races fled to when they survived the flood of Noe.. 

They re-emerged looking like jojo jeftichew and stephan bibrowski..
They're the lion-men of Moab.. 
The descendants of the giants wheel in Canaan.. 
Scriptures calls then the wild beasts of the deserts and islands.. 

There were GIANTS/geaunts/gyants/gigantes/nephilim IN the Earth in those days- and also, 👉🏾afterwards..

: the original ETYMOLOGIES, ofcourse.. 😅

SO THAT'S HOW the devil hath deceived the whole WORLD!!!!! 

By the 1983-coined term, ""cryptids"" that is to say, by the nephilim/giants/eotens/satyrs etcetera",0
Gg,0
How much does it cost for a tour of the cave?,0
"Tuyệt vời, thiên nhiên quá đẹp và lộng lẫy",0
سبحان الله ❤❤❤,0
손오공이 살았다는 그 동굴인가?,0
"i love your videos, I was waiting for a new one",0
สุดยอดเลย ช่องนี้ ภาษาไทย ฟังง่าย,0
"I was about to watch movie on netflix, but this video is much better then that!",0
15:59 peta indonesia❤🇲🇨,0
"Tôi là người Việt Nam, rất vui và tự hào khi được mọi người đến tham quan, khám phá. Thank you verry much",0
Wellcome to SonDoong in VietNamese 🇻🇳🇻🇳,0
Xem xong video mà tự hào về nước mình vô cùng🇻🇳🇻🇳🇻🇳,0
The world is just awesome.,0
The longest cave is right here at Mammoth Cave KY. 420 miles and still finding more miles every year.,0
2:40 il a caché la face de l'oiseau mort 😂😂😂,0
The bird nose dived to death lol,0
🇻🇳🇻🇳🇻🇳,0
"This place was beautifully untouched, sustained by God unto the entrance of man.",0
Adamsin haaa,0
Did this guy just find inner earth?,0
This is like Made in Abyss!!,0
It feels like Lara Croft to be there,0
"The cost to explore Son Doong cave, the world's largest, is around $3,000 per person.",0
someone needs to go there with a vision pro or pico4 and make a volumetric video so people with VR headsets can see its true scale,0
Ye aawaz to decor bhai ka lagta hai❤❤,0
as a Vietnamese...i like this video...,0
helal be ruhi abi.,0
0:59 HOL UP,0
Gunes isigi olmadan ormanlar nasil gwlosip buyuyor,0
"wow, nice vid!!",0
Great.,0
Incroyable,0
hihi,0
Thank you for coming to my country,0
hi,0
Es increíble ver lo que Dios a creado 😮,0
"Welcome to Vietnam, thank you for introducing a wonder to friends from five continents",0
"cago la cueva, ahora van a ir a contaminarla como todo bien que hace  las cosas el hombre",0
Getting Made in Abyss vibe :o,0
Vietnam ❤❤,0
Filistin'e de gidin lütfen. Kayıtlarda kalsın. Dünya görsün,0
Bu adam Enes baturun arkadaşı degilmi ruhi Çenet ??? Tüürk demi bu adam,0
❤,0
Welcome,0
❤,0
vennez tw trybossez,0
adam bir gün yecüc mecücü bulacak :D,0
9 km lik esrarengız bır mağara için çok kısa bır video bence,0
Abi İran'da alisadr mağarasi 120 km.,0
Agatha entrance,0
its the portal to agartha,0
Azərbaycandan Salam 😊😊,0
Türkçesi yokmu,0
There are even larger caves in the Earth's mantle that could accommodate large cities.,0
"This is amazing. The video pacing is a bit too quick though. 
I think it would have been fine to slow the commentary and have longer shots of one subject",0
Tristian da Cunha videosunu bveklıyoruz ruhi,0
From germany thanks ❤,0
"How brave they are,I would be afraid 😮",0
Harika bayıldım gerçekten bu kadar kaliteli video olabilirdi ❤,0
"При ядерном апокалипсисе, будем знать у кого отжимать чисто жизненное пространство ",0
looks like something Humans will mess up.,0
It looks like a minecraft cave😂😂😂,0
Thank you for thats educational content! ❤From Russia,0
11:48 11:50 11:51 11:51,0
helal lan ruhi,0
"Why does this dude, and Nile Red sounds exactly the same in there naration, haha!",0
MasaAllah sana ❤,0
Dude this is a dungeon from some LN/ Anime 😂,0
Boykot 🙏🏻🙏🏻🙏🏻,0
Mamma mia... sembra un coccodrillo mummificato e tutto il resto è incredibile 😮,0
Wow super,0
Love your videos bro,0
O kadar hizli ve karman corman anlatim olmus ki 0 zevk,0
"Parece uma floresta pré-histórica da era dos dinossauros. Que lugar único, tomara que seja 100% preservado",0
Откуда в пещере  мог появиться скелет оленя?,0
Gururumuz bu adam,0
Love Nice land ❤❤,0
"If you find a bald guy, his name’s Patches and avoid trusting him. 
Oh, and watch out for another big guy: the name’s Nito and he’s not very friendly.",0
En gerekli türk yutuber 👏,0
MASSIVE?,0
There was no Dinasour ever,0
Teşekkürler ☀️,0
Congratulations 🎊 👏 for 13 million complete ✨🎇🎆,0
Just found your channel! Why youtube didnt recommend me this couple years ago😢,0
Belgeselin tek kötü yanı çok çabuk bitmesi. 16 dakikalık belgesel 2 dakikada bitti sanki.. bu deneyim için teşekkür ederim ruhi,0
and then people came....,0
"I agree with you, with their logic a kiddie coaster on a skyscraper rooftop is an exa coaster",0
Gracias por este hermoso documental y por enseñarnos ❤,0
Allahın olmadığı kanıtlanmıştır,0
"Hi guys, I'd like to listen to his documentaries in English (right now I have te automatic translation). Do someone know how to do that?? 🙏🏼",0
"Это очень круто ! Природа уникальна наша , берегите ее",0
*He sounds like Nile Red*,0
Ruhi çenet bu ülkenin en değerli bilimadamıdır🧿,0
16 dk ne arkadaş ya?,0
"Шон Донг самая удивительная пещера в мире-- обитель для скрытого мира со своей экосистемой ,флорой и фауной! Это как затерянный мир, в который не ступала нога человека тысячелетия! Может быть создатель сохранил это место для тех, кто останется после нас и наших технологий, разрушительного характера!",0
Previous voice was better... Which connects to the video till end,0
Very educative channel,0
Ayni benim odam,0
"Adoro seus vídeos e os acho incríveis!!! Muito parabéns pelo trabalho e pela coragem de exploração! ❤

Faça vídeos mais longos, eles são tão incríveis que não quero que acabe rápido! 😄",0
"ne güzel doğal tedavi olucakken sülüğüçekip atıyor
ve çekince dişleride kalıyormuş diye duymuştum o yzden sülüklerin kendileri bırakması gerekirmiş",0
İlk defa belgeselindeki yerde olmak istedim. Gerçekten yaşamak isteyeceğim bir deneyim,0
Бро сделай чтоб все видио можно было смотреть на ру языке,0
Aku suka video kalian..❤,0
such a magnificent place deserves a documentarian who knows how to structure a narrative. Edited for attention span of 5-years old kids.,0
"Sinceramente credo che alcuni primati di altezza, lunghezza e profondità spettino alle nostre italiche ""Grotte di Frasassi""... anche per le formazioni stallattitiche e stalagmitiche... Magari se si si parla di ambienti ""volumetrici"" si... Ma per il resto i primati sono tutti ""ITALICI""",0
Apke trah mjhe v video bnani h,0
❤️🇧🇩,0
1000 subscriber grow just one day 🥳,0
Hi,0
سبحان الله,0
I am very impressed.,0
It's actually insane how it can hold itself as well,0
Dlaczego po Polsku a komentarze po Angielsku?,0
vay be Ruhi nerden nereye.... helal olsunn,0
Dubbed Karne wale ne Kiya dubbed Kiya hai Naam ko bhi dubbing kar diya hai suraj😂😂😂😂😂😂😂o kuchh aur Naam bola Hoga aur a apna koyi dusra Naam ghusa diya 😂😂😂,0
yürümeyi bilmiyor bize mağarayı gösterecek :D,0
Slm,0
@RRaenee,0
"Willer esteve aqui😉
Parabéns Ruhi Çenet e toda a equipe, pelo trabalho incrível! Sem dúvidas é um dos melhores canais que eu sigo aqui dentro do YouTube. Saudações Brasileiras 🇧🇷🤜🏻🤛🏻🇹🇷",0
"How much time do you spend to make this 1 video, starting from exploring and editing it, and how much money do you spend to take care of all the needs?",0
Old voice satisfied 🎉❤ please come back old voice use your video,0
phyto quoi ?,0
Kami penonton setia dari Indonesia🇲🇨,0
Yine harika bir video,0
Berkunjung ke indonesia bang banyak lalay,0
🇧🇷💞um mês esperando oque vc vai trazer,0
বাংলাদেশের সবচাইতে আধুনিক বিষয় হচ্ছে এটা,0
Quá đỉnh Việt Nam lại có Hang Động Vĩ Đại như vậy,0
Лайк😂😂😂😂если сидел🎉🎉🎉😢😢за убийство😂🎉😅😮😂😮😮😂😅❤😊❤❤,0
Ruhi Cenet bester Man!💯,0
oğbey sağa bi tene qurqu şefi löazğımdır. orkedeşim sıddo oğbey böle vidü mü olur lo diy.,0
Amazing creation of Allah❤,0
"Son bien interesantes los videos de Ruhi Çenet , mensaje enviado desde Lima - Perú 🇵🇪",0
Wow !   Thanks for showing this to us!,0
"The only caves I'll visit, so much space",0
apakah disana ada sosok penunggu goib😂,0
seviliyoreun ruhiii,0
devamm ruhii,0
destek yorumu,0
"Öncelikle emeğinize sağlık, 6 yıldır aralıksız izliyorum sizi.  Fakat videoların süresi biraz daha uzun olsa daha memnun oluruz takipçiler olarakta bence, çünkü içerik gününü baya bekliyoruz sabırsızlıkla ve kısa olunca tadında kalıyor :( sizi buralara bu işlerle görmek çok güzel.",0
Gates to agartha,0
❤,0
To be in a time like this where I can sit in my home and travel to places like this🎉❤😮,0
Full 4k :0 increíble,0
Luar biasa,0
Every video of yours is always fascinating.❤😊,0
"Mais qui fait de la spéléologie en baskets ? Pas étonnant que vous ayez glissé. La prochaine fois, achetez des chaussures de spéléologie.",0
Reklamı bile bilgilendirici yapmayı nasıl başarmışsın be adam harikasın Türkiye'nin gruru,0
worlds asshole,0
Takutnya ada hewan pra sejarah raksasa😮,0
Ain't no way they didn't add it in The Forest,0
Je sais pas si c’est la traduction mais le vocabulaire employé est a chier ! Franchement j’aurai esspéré un meilleur reportage au vue de l’endroit visité !,0
"Sempre muito bom os vídeos , parabéns 🎉",0
বাংলাদেশ থেকে কে কে দেখতেছেন?,0
استغفر الله العظيم واتوب اليه ❤,0
سبحان الله,0
Abi lütfen daha sık video paylaş,0
imagine having a minecraft Base there,0
Who are from India🇮🇳🇮🇳,0
"Wow, so... what's the seed?",0
Abi vallahi gururumuzsun ya,0
Bayramın mübarek olsun Ruhi abi,0
বাংলাদেশ থেকে কে কে দেখতেছেন?,0
NABER     ZIRRRRTOOO,0
"I built that cave, it was just for fun at the time I didn’t think people would actually find it lol",0
"M
A
G
N
I
F
I

U
E",0
interesting video,0
"This is a very interesting material
 But...
Your voice sounds so plastic.... It's really hard to listen... 🤢",0
nice shoes to go on a cave adventure ... xD,0
YILLARDIR TAKİPÇİNİM. OLAYLARA GIKINI ÇIKARMADIN. BURAYA KADARMIŞ.,0
Viagem ao centro da terra Julio verner !! 😂😂,0
"Les images vidéos sont trop rapide,  on a pas le temps de voir précisément,  il ya trop de mélange d’ images",0
me comi un anuncio X_X,0
Minecraft In real life,0
Çalışmalarında başarılar diliyorum. Rabbim yolunu bahtını açık etsin. Çok emek ve çok kaliteli içerikler,0
simdimi izleyim yoksa rraeneyle yayindami?,0
durgun su ise amip olabilir dikkat et,0
There is a center earth after all 😮,0
We need the cave in Minecraft! :D,0
"Капец блин! Что я ща увидел ? - это чудо , как пещеры Барабар 😮 И как я счастлив,что это в середине видео",0
From Thailand ❤❤❤,0
"Um vídeo tão curto, muitas informações",0
Where's the rest of the video? I guess sponsors are important than a full video.,0
it blows my mind that this place wasn't found and used by people in the past as a shelter.. you could build a small city in that place.,0
Wonderful!,0
Do you know what else is massive,0
Dream Cave for Steve,0
👍 nice work respected sir 👍👍👍👍 remarkable 👏👏👏👏👏👏👏👏👏👏 need support and help 👍💪👍💪 for subscription ❤️❤️❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😢😢😢😢😢,0
nice,0
abi bu aralar çok taktın mağaralara,0
dfdfd,0
Çok iyi emeğine sağlık..,0
Thankyou for this stunning 🤎,0
❤❤😮😮,0
мне впервые так хорошо продали браузер,0
جميل محتواك 😍💯,0
This guy is elite global ❤,0
"Abi bu kadar deli deli yerlere gidip de siradan bi vlogmus gibi hizli hizli anlatip kisa videolar yapmani anlayamiyorum sirf su magaradan bile birer saatten 3 bolumluk belgesel cikar, yazik gunah o kadar emege ya 10 dakkalik video icin mi",0
"Und Menschen fragen sich wo Gugg und Maggug sind, wir haben noch gar nichts von dieser Welt entdeckt",0
Hayal bile edemezdim bu gorsel şoleni muhtesem ..,0
Amazing...🧐😱👌👍 🏕️ 🏔️,0
Nada que ver el video con la imagen de miniatura. Rien à voir,0
This is in Alan Walker's video clip. ?,0
Not that leaches 😖😣😩😫,0
Takut tiba2 ketemu scar king,0
Майнкрафт после обновления пещер,0
Siyasetten futbol ordan burdan uzak bizlere sadece  izlemek istediğimiz şeyi izleten ve her seferinde bunu üzerine koyarak yapan ruhi çenet sana sonsuz teşekkür ediyorum umarım dünyada 1 numara olursun,0
"It's nice that we get to see this unique environment etc.. but why do humans always have to disturb, touch and contaminate everything? Better leave this place alone in peace.",0
"That's nothing compared to ""Struwwelpeter"".",0
Okadar bekledim drv diye birsey desin reptilian vs 😂,0
"mağarada ne gördük ne anladık şimdi ? macara yok, gizem yok, bilim yok, doğru dürüst ilgi çeken bir şeyde yok.. niye izledik ?",0
Please Keep From public visited...,0
"Your beautiful journey make me remember when i watch movie ""Journey to the centre of the earth""",0
AGARTHA,0
✌️👏,0
مدبلج اللغة العربية مستواه فيها سيئ جدا 🤦🤦🤦,0
Quem tá assistindo em português da uma curtida aqui 👇👇,0
अद्भुत अकल्पनीय दुनिया में ऐसे भी स्थान हैं.. धन्यवाद।,0
👍👍💯💯👍👍👍👍👍💯💯💯💯💯💯💐💐💐💐💐🙏🙏🙏🙏💯💯👍👍 unknown to known you are best,0
👍👍👍👍👍,0
Thật tự hào Viện Nam quê hương tôi 🇻🇳,0
"Здорово! Информация интересная. Но озвучка ужасная и кадры постоянно дëргаются, не очень приятно смотреть.",0
Vietnam😝🔥🔥,0
They found the temporary headquarters  of the Boazanian Empire here on Earth.,0
Hey my Ottoman friend! You post the best videos and go to all the places that I have ever wanted to visit. I wish I had your courage to go to all those crazy & beautiful places. La Rinconada was the one that scared me the most; I thought you were gonna die up there. 👆,0
"Спасибо,даже не знал что подобные чудеса есть в юго-восточной Азии.Уникальное место.",0
"동굴.. 수중 동굴 탐험은 보기가 어렵네요. 제가 본게 수중동굴에 사망하신분은 10명도 넘게 보다보니, 무섭네요,",0
Improve hindi dubbing,0
"its just like in Jules vernes, journey to the Center of earth",0
"Việt Nam guys, welcome to Việt Nam dude",0
Jesus buy a pair of hiking boots,0
Tu noi dong xanh thom huong lua ,0
seviyoruz seni 😊,0
helal sana ruhiii,0
trời ơi quá tuyệt vời,0
Hindi me bol na,0
와우...,0
"Warum verdammt wird bei so einer interessanten ""reportage""  alles nur kurz erwähnt? ..  etwa um werbung für opera u. künstlicher intelligenz zu machen?? 😢😮",0
Full prepared.  Barely over the ankle socks with tennis shoes.  Dudes…. Wtf 😂,0
Andai manusianseukuran jangkrik lewat disitu udah pasti tewas,0
"Beautiful beyond words
wow ❤",0
Как у моей бывшей,0
سبحان الله الخالق❤,0
ebabil kuşlarının durumu evrimsel süreçte ne gibi bir avantaj sağlamış olabilir??,0
Feels like something can be encountered in a fantasy world.,0
Hang này ở Việt Nam ❤,0
Is this what is called hollow earth?😅,0
💯❤🇻🇳,0
"Adme и goodtimesbadtimes, ты ли это?",0
Absolutely astonishing,0
Sen en iyisisin😊,0
신기방기,0
WOW! That's amazing 😮,0
bu harika görüntüleri izleyicilerinle paylaştığın icin minnettarim,0
"Sơn Đoòng, Việt Nam quê tôi.!",0
wellcome to VIETNAM! from VIETNAM with love,0
Chào mừng mọi người đến với 1 trong những kỳ quan tuyệt đẹp của Việt Nam,0
Didnt need to see another blabbering white face on my feed...hell no to naziscumkkk on stolen Indigenous land!!,0
"""ChatGPT, please write the script for my video, but only use superlatives""",0
Qué pendejadas dicen si no sabían la existencia de esta cueva cómo van a saber la edad ... puras pendejadas...,0
It was looking like a Minecraft cave,0
Karayip korsanları nın gençlik pınarinın olduğu yer,0
imagine a walmart there 🤩,0
